County,State,mean_life_expectancy,State_FIPS,County_FIPS,asian_population
Butler County,Ohio,76.9984227112894,39,017,9934.0
Carroll County,Ohio,77.544698459213,39,019,92.0
Champaign County,Ohio,76.6676058065067,39,021,194.0
Clark County,Ohio,74.6237742791279,39,023,933.0
Clermont County,Ohio,77.6135925702682,39,025,2190.0
Clinton County,Ohio,75.705740785366,39,027,130.0
Columbiana County,Ohio,76.2895490334496,39,029,292.0
Coshocton County,Ohio,76.8800717341052,39,031,127.0
Crawford County,Ohio,75.7884119668572,39,033,176.0
Cuyahoga County,Ohio,77.037116344526,39,035,35166.0
Darke County,Ohio,77.1433690586619,39,037,174.0
Defiance County,Ohio,77.674956043359,39,039,162.0
Delaware County,Ohio,81.8745356588388,39,041,9679.0
Erie County,Ohio,76.8751801056212,39,043,437.0
Fairfield County,Ohio,78.5309734849943,39,045,1994.0
Fayette County,Ohio,73.956677472823,39,047,216.0
Franklin County,Ohio,77.1514896037666,39,049,56170.0
Fulton County,Ohio,77.9546121615624,39,051,173.0
Gallia County,Ohio,73.961779953005,39,053,199.0
Geauga County,Ohio,81.1254067637685,39,055,613.0
Greene County,Ohio,79.0292319053715,39,057,4720.0
Guernsey County,Ohio,75.7604214140035,39,059,123.0
Hamilton County,Ohio,76.6489178463534,39,061,19031.0
Hancock County,Ohio,78.225444611062,39,063,1286.0
Hardin County,Ohio,76.1764389130223,39,065,265.0
Harrison County,Ohio,75.5130329415442,39,067,47.0
Henry County,Ohio,78.4335240904143,39,069,115.0
Highland County,Ohio,75.1632603664842,39,071,190.0
Hocking County,Ohio,76.1162758781302,39,073,74.0
Holmes County,Ohio,79.1048926919607,39,075,32.0
Huron County,Ohio,76.5505147103821,39,077,165.0
Jackson County,Ohio,73.0265843872106,39,079,50.0
Jefferson County,Ohio,74.6174364352501,39,081,271.0
Knox County,Ohio,77.7695039407988,39,083,222.0
Lake County,Ohio,78.482954176976,39,085,2885.0
Lawrence County,Ohio,73.4346091917641,39,087,334.0
Licking County,Ohio,77.5816264215698,39,089,1878.0
Logan County,Ohio,76.4544278205241,39,091,334.0
Lorain County,Ohio,77.8270461430121,39,093,2951.0
Lucas County,Ohio,75.9836693814215,39,095,7577.0
Madison County,Ohio,76.6402749856124,39,097,419.0
Mahoning County,Ohio,76.2335528687606,39,099,1867.0
Marion County,Ohio,75.8345859071976,39,101,321.0
Medina County,Ohio,79.9542146441894,39,103,2033.0
Meigs County,Ohio,74.5232606168153,39,105,51.0
Mercer County,Ohio,78.6890999590075,39,107,182.0
Miami County,Ohio,77.7179063529939,39,109,1303.0
Monroe County,Ohio,77.1712034132152,39,111,45.0
Montgomery County,Ohio,75.3508227805231,39,113,10427.0
Morgan County,Ohio,76.885139014545,39,115,19.0
Morrow County,Ohio,77.6168643968366,39,117,21.0
Muskingum County,Ohio,75.9611772108915,39,119,346.0
Noble County,Ohio,80.7857211773562,39,121,15.0
Ottawa County,Ohio,78.4094504059144,39,123,104.0
Paulding County,Ohio,77.1671244300182,39,125,77.0
Perry County,Ohio,76.2099034410586,39,127,100.0
Pickaway County,Ohio,76.3068827039667,39,129,183.0
Pike County,Ohio,73.3650097776787,39,131,77.0
Portage County,Ohio,78.1079844943247,39,133,2879.0
Preble County,Ohio,75.9292627827062,39,135,186.0
Putnam County,Ohio,79.5358625592782,39,137,88.0
Richland County,Ohio,76.423208837563,39,139,929.0
Ross County,Ohio,75.0043417977514,39,141,422.0
Sandusky County,Ohio,76.9249615152787,39,143,227.0
Scioto County,Ohio,73.1247435307318,39,145,325.0
Seneca County,Ohio,77.3529990178002,39,147,298.0
Shelby County,Ohio,77.9676541345017,39,149,405.0
Stark County,Ohio,77.3571387742857,39,151,2896.0
Summit County,Ohio,77.1357143329627,39,153,14835.0
Trumbull County,Ohio,75.9744879530432,39,155,982.0
Tuscarawas County,Ohio,77.8097216651732,39,157,362.0
Union County,Ohio,79.0504265448054,39,159,1574.0
Van Wert County,Ohio,77.6755628862309,39,161,102.0
Vinton County,Ohio,74.669985716249,39,163,1.0
Warren County,Ohio,79.3300327822445,39,165,10607.0
Washington County,Ohio,76.9030081612479,39,167,427.0
Wayne County,Ohio,78.1925107836512,39,169,1069.0
Williams County,Ohio,77.8402515655423,39,171,221.0
Wood County,Ohio,78.7653626428979,39,173,2079.0
Wyandot County,Ohio,77.7680257655848,39,175,174.0
Adair County,Oklahoma,73.1135695295482,40,001,136.0
Alfalfa County,Oklahoma,77.6896178605976,40,003,0.0
Atoka County,Oklahoma,75.0407707373783,40,005,84.0
Beaver County,Oklahoma,77.7385088343713,40,007,0.0
Beckham County,Oklahoma,73.6137144847369,40,009,198.0
Blaine County,Oklahoma,74.2099407679317,40,011,29.0
Bryan County,Oklahoma,75.0322219927298,40,013,235.0
Caddo County,Oklahoma,72.5340567055229,40,015,113.0
Canadian County,Oklahoma,77.996892094783,40,017,4096.0
Carter County,Oklahoma,73.515527433508,40,019,547.0
Cherokee County,Oklahoma,74.9429921156508,40,021,311.0
Choctaw County,Oklahoma,72.2920858999688,40,023,24.0
Cimarron County,Oklahoma,76.8342302119871,40,025,6.0
Cleveland County,Oklahoma,78.5036470525853,40,027,12026.0
Coal County,Oklahoma,72.6745479308155,40,029,27.0
Comanche County,Oklahoma,75.8542842194217,40,031,2644.0
Cotton County,Oklahoma,74.3128146173212,40,033,9.0
Craig County,Oklahoma,73.8717166462499,40,035,101.0
Creek County,Oklahoma,74.1829894424951,40,037,364.0
Custer County,Oklahoma,74.6682912105232,40,039,355.0
Delaware County,Oklahoma,75.8652763157019,40,041,494.0
Dewey County,Oklahoma,74.2524008135381,40,043,20.0
Ellis County,Oklahoma,75.9868200307798,40,045,22.0
Garfield County,Oklahoma,75.4499235237751,40,047,490.0
Garvin County,Oklahoma,72.9235063523563,40,049,103.0
Grady County,Oklahoma,75.7611268024507,40,051,142.0
Grant County,Oklahoma,75.4764601186249,40,053,5.0
Greer County,Oklahoma,75.0472441703021,40,055,0.0
Harmon County,Oklahoma,75.3832430989234,40,057,51.0
Harper County,Oklahoma,76.3353114968231,40,059,4.0
Haskell County,Oklahoma,73.8715600294793,40,061,72.0
Hughes County,Oklahoma,72.3245894034536,40,063,6.0
Jackson County,Oklahoma,75.1558164301613,40,065,367.0
Jefferson County,Oklahoma,73.2754787318329,40,067,8.0
Johnston County,Oklahoma,73.1275186290183,40,069,12.0
Kay County,Oklahoma,74.3234183004544,40,071,282.0
Kingfisher County,Oklahoma,76.9274668611739,40,073,0.0
Kiowa County,Oklahoma,72.2610261685507,40,075,42.0
Latimer County,Oklahoma,74.6420323648894,40,077,42.0
Le Flore County,Oklahoma,73.3736273999494,40,079,240.0
Lincoln County,Oklahoma,75.0153566264302,40,081,53.0
Logan County,Oklahoma,78.174909683236,40,083,260.0
Love County,Oklahoma,74.8964784945467,40,085,26.0
McClain County,Oklahoma,76.2084545110764,40,087,227.0
McCurtain County,Oklahoma,72.5692921859891,40,089,171.0
McIntosh County,Oklahoma,73.4657849224402,40,091,106.0
Major County,Oklahoma,76.1991888393614,40,093,45.0
Marshall County,Oklahoma,76.0576881039735,40,095,28.0
Mayes County,Oklahoma,74.5258462021255,40,097,182.0
Murray County,Oklahoma,73.5830307554357,40,099,66.0
Muskogee County,Oklahoma,72.5962121674358,40,101,488.0
Noble County,Oklahoma,75.928675047046,40,103,0.0
Nowata County,Oklahoma,74.8414439709409,40,105,27.0
Okfuskee County,Oklahoma,71.4374634572384,40,107,22.0
Oklahoma County,Oklahoma,75.6793617331522,40,109,24944.0
Okmulgee County,Oklahoma,72.9739673418664,40,111,102.0
Osage County,Oklahoma,77.3857394384704,40,113,160.0
Ottawa County,Oklahoma,73.0090310112859,40,115,228.0
Pawnee County,Oklahoma,74.027347539534,40,117,56.0
Payne County,Oklahoma,77.9551009098237,40,119,3447.0
Pittsburg County,Oklahoma,73.3203812116478,40,121,224.0
Pontotoc County,Oklahoma,74.2386229372995,40,123,354.0
Pottawatomie County,Oklahoma,73.7616520154945,40,125,458.0
Pushmataha County,Oklahoma,73.471838898745,40,127,44.0
Roger Mills County,Oklahoma,77.1110872827573,40,129,1.0
Rogers County,Oklahoma,77.118571578731,40,131,855.0
Seminole County,Oklahoma,71.6192498209893,40,133,54.0
Sequoyah County,Oklahoma,73.5807807078208,40,135,274.0
Stephens County,Oklahoma,74.7462526616444,40,137,269.0
Texas County,Oklahoma,76.3381005127377,40,139,578.0
Tillman County,Oklahoma,74.7988852265722,40,141,20.0
Tulsa County,Oklahoma,76.3444838439346,40,143,17950.0
Wagoner County,Oklahoma,78.0059363061427,40,145,1001.0
Washington County,Oklahoma,76.6273174005861,40,147,992.0
Washita County,Oklahoma,75.2143711458053,40,149,17.0
Woods County,Oklahoma,76.7305870069482,40,151,78.0
Woodward County,Oklahoma,76.1960287620037,40,153,27.0
Baker County,Oregon,77.996919912269,41,001,124.0
Benton County,Oregon,82.6178455474511,41,003,5585.0
Clackamas County,Oregon,80.8249967017429,41,005,16002.0
Clatsop County,Oregon,78.6600734844518,41,007,422.0
Columbia County,Oregon,79.2025172236467,41,009,558.0
Coos County,Oregon,76.4871689424455,41,011,758.0
Crook County,Oregon,78.8786421213827,41,013,34.0
Curry County,Oregon,76.7726203581345,41,015,128.0
Deschutes County,Oregon,81.0164469311303,41,017,1742.0
Douglas County,Oregon,77.0875478831296,41,019,1012.0
Gilliam County,Oregon,80.7992612752123,41,021,0.0
Grant County,Oregon,80.0194751928997,41,023,17.0
Harney County,Oregon,78.4022211699678,41,025,32.0
Hood River County,Oregon,80.3995267660117,41,027,391.0
Jackson County,Oregon,78.8070086757094,41,029,2319.0
Jefferson County,Oregon,77.7482798844311,41,031,155.0
Josephine County,Oregon,76.4911842910093,41,033,680.0
Klamath County,Oregon,76.3676130151181,41,035,681.0
Lake County,Oregon,77.9486735410351,41,037,95.0
Lane County,Oregon,79.0750016200977,41,039,9191.0
Lincoln County,Oregon,77.8550769963626,41,041,590.0
Linn County,Oregon,78.0328838793435,41,043,1373.0
Malheur County,Oregon,77.9491332286679,41,045,479.0
Marion County,Oregon,79.3157460294579,41,047,6285.0
Morrow County,Oregon,79.6583477395111,41,049,40.0
Multnomah County,Oregon,79.4409102881499,41,051,53626.0
Polk County,Oregon,80.3507650785301,41,053,1527.0
Sherman County,Oregon,80.9998979214165,41,055,2.0
Tillamook County,Oregon,79.0711073991688,41,057,190.0
Umatilla County,Oregon,78.4032349023763,41,059,517.0
Union County,Oregon,79.1550331632619,41,061,284.0
Wallowa County,Oregon,80.1865081857056,41,063,15.0
Wasco County,Oregon,77.5897406295135,41,065,206.0
Washington County,Oregon,82.4309137529451,41,067,53569.0
Wheeler County,Oregon,79.2525917084404,41,069,9.0
Yamhill County,Oregon,79.8396766903874,41,071,1517.0
Adams County,Pennsylvania,79.3439739437029,42,001,669.0
Allegheny County,Pennsylvania,78.0306408920515,42,003,41764.0
Armstrong County,Pennsylvania,76.9385308065418,42,005,182.0
Beaver County,Pennsylvania,77.0214996083134,42,007,804.0
Bedford County,Pennsylvania,78.0849651568801,42,009,111.0
Berks County,Pennsylvania,79.1216853336105,42,011,5733.0
Blair County,Pennsylvania,76.8790274265156,42,013,933.0
Bradford County,Pennsylvania,78.0034965291339,42,015,403.0
Bucks County,Pennsylvania,79.8153464056334,42,017,27680.0
Butler County,Pennsylvania,78.7450372978333,42,019,1919.0
Cambria County,Pennsylvania,76.409739913782,42,021,659.0
Cameron County,Pennsylvania,78.5243979714953,42,023,11.0
Carbon County,Pennsylvania,76.6965328927237,42,025,301.0
Centre County,Pennsylvania,82.497319168251,42,027,9234.0
Chester County,Pennsylvania,81.1522422019108,42,029,23718.0
Clarion County,Pennsylvania,78.0224156433016,42,031,239.0
Clearfield County,Pennsylvania,77.7283275595484,42,033,429.0
Clinton County,Pennsylvania,78.2292564523376,42,035,241.0
Columbia County,Pennsylvania,78.4218661538894,42,037,773.0
Crawford County,Pennsylvania,77.085805648734,42,039,414.0
Cumberland County,Pennsylvania,79.9436397737042,42,041,9019.0
Dauphin County,Pennsylvania,78.5253930846544,42,043,10281.0
Delaware County,Pennsylvania,78.3538063047223,42,045,29581.0
Elk County,Pennsylvania,78.0763873521606,42,047,141.0
Erie County,Pennsylvania,77.5698319695671,42,049,4307.0
Fayette County,Pennsylvania,75.432045026914,42,051,230.0
Forest County,Pennsylvania,76.414137358895,42,053,43.0
Franklin County,Pennsylvania,79.3601355067522,42,055,1581.0
Fulton County,Pennsylvania,77.6899531657243,42,057,32.0
Greene County,Pennsylvania,75.8566932787113,42,059,108.0
Huntingdon County,Pennsylvania,78.7741030302791,42,061,226.0
Indiana County,Pennsylvania,78.0691991070324,42,063,999.0
Jefferson County,Pennsylvania,77.1723288442239,42,065,109.0
Juniata County,Pennsylvania,78.9320298602238,42,067,117.0
Lackawanna County,Pennsylvania,76.872849248509,42,069,4889.0
Lancaster County,Pennsylvania,80.0935615300174,42,071,10986.0
Lawrence County,Pennsylvania,76.7483723650437,42,073,407.0
Lebanon County,Pennsylvania,78.9578136487769,42,075,1658.0
Lehigh County,Pennsylvania,79.2811778503965,42,077,11680.0
Luzerne County,Pennsylvania,76.4705802250471,42,079,3480.0
Lycoming County,Pennsylvania,78.1158359351758,42,081,782.0
McKean County,Pennsylvania,76.7707230203204,42,083,210.0
Mercer County,Pennsylvania,77.1142668778614,42,085,766.0
Mifflin County,Pennsylvania,78.0131544061174,42,087,235.0
Monroe County,Pennsylvania,78.5877417799,42,089,3563.0
Montgomery County,Pennsylvania,80.6404114978847,42,091,58140.0
Montour County,Pennsylvania,78.2744557609731,42,093,573.0
Northampton County,Pennsylvania,79.9249988807825,42,095,8132.0
Northumberland County,Pennsylvania,77.3860507903055,42,097,332.0
Perry County,Pennsylvania,77.4015580360289,42,099,153.0
Philadelphia County,Pennsylvania,75.9562160755653,42,101,107669.0
Pike County,Pennsylvania,80.3255446614815,42,103,793.0
Potter County,Pennsylvania,78.110570859698,42,105,62.0
Schuylkill County,Pennsylvania,75.9214296147037,42,107,752.0
Snyder County,Pennsylvania,80.1791677674438,42,109,300.0
Somerset County,Pennsylvania,77.3383795407772,42,111,245.0
Sullivan County,Pennsylvania,76.0911851165755,42,113,21.0
Susquehanna County,Pennsylvania,77.7169685983506,42,115,150.0
Tioga County,Pennsylvania,78.5590318623058,42,117,231.0
Union County,Pennsylvania,81.658958406242,42,119,692.0
Venango County,Pennsylvania,77.2152593238993,42,121,183.0
Warren County,Pennsylvania,77.9094184834213,42,123,217.0
Washington County,Pennsylvania,77.1038385508834,42,125,1926.0
Wayne County,Pennsylvania,77.9192349812545,42,127,313.0
Westmoreland County,Pennsylvania,77.9289501231893,42,129,3243.0
Wyoming County,Pennsylvania,76.8352445222315,42,131,115.0
York County,Pennsylvania,78.8997237434799,42,133,6090.0
Bristol County,Rhode Island,81.1098262003964,44,001,915.0
Kent County,Rhode Island,79.0531361247986,44,003,3952.0
Newport County,Rhode Island,81.4405312041083,44,005,1586.0
Providence County,Rhode Island,79.3359135138866,44,007,25796.0
Washington County,Rhode Island,81.0813431643168,44,009,2349.0
Abbeville County,South Carolina,76.136702918593,45,001,77.0
Aiken County,South Carolina,76.426659455428,45,003,1421.0
Allendale County,South Carolina,72.3761875690276,45,005,0.0
Anderson County,South Carolina,75.5384231944984,45,007,1793.0
Bamberg County,South Carolina,74.1188153277537,45,009,55.0
Barnwell County,South Carolina,73.5889377839758,45,011,61.0
Beaufort County,South Carolina,81.9416104905095,45,013,2102.0
Berkeley County,South Carolina,77.8268532132553,45,015,4781.0
Calhoun County,South Carolina,75.8430697002581,45,017,0.0
Charleston County,South Carolina,78.4275721652351,45,019,5103.0
Cherokee County,South Carolina,73.5931849808359,45,021,368.0
Chester County,South Carolina,73.0069626427971,45,023,39.0
Chesterfield County,South Carolina,74.0184166519553,45,025,227.0
Clarendon County,South Carolina,75.5496600411651,45,027,56.0
Colleton County,South Carolina,72.5927778586408,45,029,15.0
Darlington County,South Carolina,72.9609986224455,45,031,370.0
Dillon County,South Carolina,72.32654404738,45,033,112.0
Dorchester County,South Carolina,77.9497454964773,45,035,2808.0
Edgefield County,South Carolina,78.5889397892428,45,037,101.0
Fairfield County,South Carolina,73.7861140583468,45,039,45.0
Florence County,South Carolina,73.9026652552415,45,041,1714.0
Georgetown County,South Carolina,76.2607600648805,45,043,137.0
Greenville County,South Carolina,77.7971646384794,45,045,10315.0
Greenwood County,South Carolina,76.1595416309071,45,047,607.0
Hampton County,South Carolina,73.8103571376639,45,049,79.0
Horry County,South Carolina,76.5374285713213,45,051,3442.0
Jasper County,South Carolina,76.9375368402411,45,053,198.0
Kershaw County,South Carolina,75.9625651286687,45,055,303.0
Lancaster County,South Carolina,77.2689854218615,45,057,732.0
Laurens County,South Carolina,73.8582565456948,45,059,224.0
Lee County,South Carolina,72.1244695192006,45,061,8.0
Lexington County,South Carolina,77.5487358403859,45,063,4454.0
McCormick County,South Carolina,76.5685865344738,45,065,32.0
Marion County,South Carolina,71.7402749158016,45,067,222.0
Marlboro County,South Carolina,71.9531010900984,45,069,85.0
Newberry County,South Carolina,75.7697917202741,45,071,83.0
Oconee County,South Carolina,76.4558652022178,45,073,501.0
Orangeburg County,South Carolina,73.6371049475746,45,075,881.0
Pickens County,South Carolina,76.5532385173326,45,077,2143.0
Richland County,South Carolina,77.1030450845974,45,079,10570.0
Saluda County,South Carolina,77.1230549954661,45,081,0.0
Spartanburg County,South Carolina,75.4588429439054,45,083,6595.0
Sumter County,South Carolina,74.950401408865,45,085,1317.0
Union County,South Carolina,73.2511810009674,45,087,0.0
Williamsburg County,South Carolina,72.5773846160692,45,089,152.0
York County,South Carolina,77.4675317193302,45,091,4225.0
Aurora County,South Dakota,79.690853786415,46,003,6.0
Beadle County,South Dakota,78.5816579120526,46,005,1501.0
Bennett County,South Dakota,72.6339496264118,46,007,2.0
Bon Homme County,South Dakota,80.3378549244484,46,009,88.0
Brookings County,South Dakota,81.3831435379926,46,011,938.0
Brown County,South Dakota,79.9764442791945,46,013,875.0
Brule County,South Dakota,78.473930022455,46,015,0.0
Buffalo County,South Dakota,69.3584073001174,46,017,0.0
Butte County,South Dakota,77.6574970411211,46,019,0.0
Campbell County,South Dakota,82.100126402413,46,021,3.0
Charles Mix County,South Dakota,77.3663609088223,46,023,19.0
Clark County,South Dakota,79.6893000134143,46,025,20.0
Clay County,South Dakota,79.3103393788872,46,027,282.0
Codington County,South Dakota,80.3419188404434,46,029,193.0
Corson County,South Dakota,70.1749154230784,46,031,11.0
Custer County,South Dakota,79.1714624867631,46,033,36.0
Davison County,South Dakota,78.9843169154607,46,035,0.0
Day County,South Dakota,78.878370850152,46,037,26.0
Deuel County,South Dakota,80.5285675240326,46,039,0.0
Dewey County,South Dakota,69.7527521171877,46,041,0.0
Douglas County,South Dakota,79.5731215072348,46,043,1.0
Edmunds County,South Dakota,80.2471563269423,46,045,14.0
Fall River County,South Dakota,75.3810277225015,46,047,113.0
Faulk County,South Dakota,80.5132308559281,46,049,4.0
Grant County,South Dakota,79.0338988958264,46,051,1.0
Gregory County,South Dakota,77.7300168688977,46,053,17.0
Haakon County,South Dakota,77.4123702696812,46,055,0.0
Hamlin County,South Dakota,78.6837297732904,46,057,27.0
Hand County,South Dakota,80.3514425739594,46,059,10.0
Hanson County,South Dakota,79.4333762862303,46,061,0.0
Harding County,South Dakota,80.8551853267427,46,063,7.0
Hughes County,South Dakota,79.2435751223406,46,065,70.0
Hutchinson County,South Dakota,79.5912150588512,46,067,7.0
Hyde County,South Dakota,78.1238557486479,46,069,0.0
Jerauld County,South Dakota,79.6170193973119,46,073,0.0
Jones County,South Dakota,79.1843597006244,46,075,0.0
Kingsbury County,South Dakota,78.670321960961,46,077,68.0
Lake County,South Dakota,80.753696693006,46,079,234.0
Lawrence County,South Dakota,80.7924881783845,46,081,255.0
Lincoln County,South Dakota,83.7561181207046,46,083,541.0
Lyman County,South Dakota,76.649287539906,46,085,35.0
McCook County,South Dakota,77.7864548077873,46,087,0.0
McPherson County,South Dakota,79.9520995887095,46,089,17.0
Marshall County,South Dakota,80.4614557101275,46,091,1.0
Meade County,South Dakota,78.8709652720581,46,093,312.0
Mellette County,South Dakota,71.279986013005,46,095,0.0
Miner County,South Dakota,78.4771557158374,46,097,0.0
Minnehaha County,South Dakota,78.9838558892631,46,099,3563.0
Moody County,South Dakota,80.1664475899518,46,101,119.0
Pennington County,South Dakota,79.5491791744482,46,103,1187.0
Perkins County,South Dakota,78.4359011734154,46,105,0.0
Potter County,South Dakota,78.5872483955931,46,107,5.0
Roberts County,South Dakota,77.213769711434,46,109,8.0
Sanborn County,South Dakota,78.9795084649975,46,111,5.0
Shannon County,South Dakota,65.3584754318251,46,113,
Spink County,South Dakota,79.3743814331266,46,115,0.0
Stanley County,South Dakota,80.9252607855018,46,117,0.0
Sully County,South Dakota,81.1766937187259,46,119,0.0
Todd County,South Dakota,67.2202053335391,46,121,169.0
Tripp County,South Dakota,77.5873772301426,46,123,7.0
Turner County,South Dakota,79.1456044286069,46,125,2.0
Union County,South Dakota,80.9062801576011,46,127,181.0
Walworth County,South Dakota,77.2804087174709,46,129,177.0
Yankton County,South Dakota,79.618478191426,46,135,154.0
Ziebach County,South Dakota,76.438113179906,46,137,25.0
Jackson County,South Dakota,73.2124609028388,46,071,15.0
Anderson County,Tennessee,75.3608722046448,47,001,1025.0
Bedford County,Tennessee,74.8174401794333,47,003,156.0
Benton County,Tennessee,72.5188934491207,47,005,109.0
Bledsoe County,Tennessee,76.5632158503544,47,007,12.0
Blount County,Tennessee,76.9755141775988,47,009,1018.0
Bradley County,Tennessee,76.4406677213945,47,011,1009.0
Campbell County,Tennessee,72.361586362337,47,013,84.0
Cannon County,Tennessee,74.5090408722036,47,015,102.0
Carroll County,Tennessee,73.1085496410441,47,017,93.0
Carter County,Tennessee,75.4371033245715,47,019,202.0
Cheatham County,Tennessee,74.4912352731897,47,021,219.0
Chester County,Tennessee,75.9407855644515,47,023,205.0
Claiborne County,Tennessee,72.8769757594757,47,025,162.0
Clay County,Tennessee,73.8771947679885,47,027,34.0
Cocke County,Tennessee,72.1310308886631,47,029,0.0
Coffee County,Tennessee,74.2014153250522,47,031,560.0
Crockett County,Tennessee,74.3556727302732,47,033,27.0
Cumberland County,Tennessee,76.6306457321489,47,035,190.0
Davidson County,Tennessee,76.9695677383129,47,037,22901.0
Decatur County,Tennessee,74.3038880990719,47,039,30.0
DeKalb County,Tennessee,73.5515029051784,47,041,108.0
Dickson County,Tennessee,74.9267876034032,47,043,262.0
Dyer County,Tennessee,73.6657574790289,47,045,230.0
Fayette County,Tennessee,77.3377747139413,47,047,257.0
Fentress County,Tennessee,72.8732036203282,47,049,74.0
Franklin County,Tennessee,75.6910022100413,47,051,298.0
Gibson County,Tennessee,73.4081201817343,47,053,151.0
Giles County,Tennessee,74.7303106985866,47,055,200.0
Grainger County,Tennessee,73.884637950294,47,057,97.0
Greene County,Tennessee,74.3449251998882,47,059,223.0
Grundy County,Tennessee,71.3226006151785,47,061,59.0
Hamblen County,Tennessee,74.5855561096663,47,063,534.0
Hamilton County,Tennessee,77.2584864065116,47,065,6925.0
Hancock County,Tennessee,72.0958415921413,47,067,6.0
Hardeman County,Tennessee,74.3048498406437,47,069,184.0
Hardin County,Tennessee,73.2504898539134,47,071,33.0
Hawkins County,Tennessee,74.5300310075838,47,073,233.0
Haywood County,Tennessee,74.3971545748714,47,075,13.0
Henderson County,Tennessee,74.1041249819757,47,077,20.0
Henry County,Tennessee,74.1424818690479,47,079,97.0
Hickman County,Tennessee,74.3346685029396,47,081,44.0
Houston County,Tennessee,73.951770363997,47,083,22.0
Humphreys County,Tennessee,73.9447044846444,47,085,39.0
Jackson County,Tennessee,73.8942135814772,47,087,7.0
Jefferson County,Tennessee,75.5320963519602,47,089,180.0
Johnson County,Tennessee,74.8669613116652,47,091,29.0
Knox County,Tennessee,76.4469213049055,47,093,9048.0
Lake County,Tennessee,72.2943482476598,47,095,29.0
Lauderdale County,Tennessee,73.5453999863804,47,097,64.0
Lawrence County,Tennessee,74.3425400168531,47,099,205.0
Lewis County,Tennessee,74.435835524579,47,101,233.0
Lincoln County,Tennessee,74.9958146428731,47,103,69.0
Loudon County,Tennessee,77.0828363430694,47,105,369.0
McMinn County,Tennessee,74.3701051150191,47,107,284.0
McNairy County,Tennessee,73.1091615444064,47,109,16.0
Macon County,Tennessee,73.5009407483966,47,111,18.0
Madison County,Tennessee,75.93823135029,47,113,1032.0
Marion County,Tennessee,73.7963439132212,47,115,128.0
Marshall County,Tennessee,75.2746047253145,47,117,143.0
Maury County,Tennessee,75.9932677677319,47,119,681.0
Meigs County,Tennessee,72.6402923671282,47,121,22.0
Monroe County,Tennessee,74.6052069394792,47,123,190.0
Montgomery County,Tennessee,76.0984879235771,47,125,4240.0
Moore County,Tennessee,78.4723342111941,47,127,0.0
Morgan County,Tennessee,74.3104101409931,47,129,7.0
Obion County,Tennessee,74.812506939622,47,131,85.0
Overton County,Tennessee,73.4542398271868,47,133,53.0
Perry County,Tennessee,73.2502209009251,47,135,12.0
Pickett County,Tennessee,74.9792674843786,47,137,0.0
Polk County,Tennessee,73.7272182186167,47,139,20.0
Putnam County,Tennessee,75.9180363336773,47,141,869.0
Rhea County,Tennessee,74.0910891690683,47,143,57.0
Roane County,Tennessee,74.8110944856205,47,145,355.0
Robertson County,Tennessee,75.6022772111671,47,147,347.0
Rutherford County,Tennessee,77.7773367008557,47,149,8674.0
Scott County,Tennessee,72.4289041405774,47,151,0.0
Sequatchie County,Tennessee,75.5178036720679,47,153,0.0
Sevier County,Tennessee,75.8712949742038,47,155,1005.0
Shelby County,Tennessee,75.4006784060059,47,157,23208.0
Smith County,Tennessee,74.6666107870907,47,159,5.0
Stewart County,Tennessee,74.7017541573976,47,161,152.0
Sullivan County,Tennessee,75.5528698134251,47,163,853.0
Sumner County,Tennessee,77.8641548926424,47,165,2077.0
Tipton County,Tennessee,75.0190685324868,47,167,345.0
Trousdale County,Tennessee,74.1238059368357,47,169,125.0
Unicoi County,Tennessee,74.0094969216088,47,171,78.0
Union County,Tennessee,73.9407448218881,47,173,50.0
Van Buren County,Tennessee,74.2265159092291,47,175,4.0
Warren County,Tennessee,74.0402042857818,47,177,236.0
Washington County,Tennessee,75.9219191120704,47,179,1838.0
Wayne County,Tennessee,75.0208369198324,47,181,47.0
Weakley County,Tennessee,75.9792735524488,47,183,37.0
White County,Tennessee,73.9353570913638,47,185,5.0
Williamson County,Tennessee,81.8033039516801,47,187,7752.0
Wilson County,Tennessee,78.0785745895351,47,189,1838.0
Anderson County,Texas,73.3564179846563,48,001,336.0
Andrews County,Texas,76.0150723327192,48,003,36.0
Angelina County,Texas,75.7037706171543,48,005,885.0
Aransas County,Texas,75.6576140093994,48,007,249.0
Archer County,Texas,78.6545849933484,48,009,43.0
Armstrong County,Texas,76.4169244726163,48,011,0.0
Atascosa County,Texas,77.258582963744,48,013,161.0
Austin County,Texas,78.417845810019,48,015,15.0
Bailey County,Texas,77.7342246842293,48,017,35.0
Bandera County,Texas,79.5216441799609,48,019,40.0
Bastrop County,Texas,77.5558474714477,48,021,733.0
Baylor County,Texas,74.5909078914176,48,023,0.0
Bee County,Texas,76.514971441143,48,025,164.0
Bell County,Texas,77.734572692837,48,027,9153.0
Bexar County,Texas,78.3219633038494,48,029,50650.0
Blanco County,Texas,78.7395520272794,48,031,77.0
Bosque County,Texas,76.5375409868254,48,035,77.0
Bowie County,Texas,75.1916202678896,48,037,960.0
Brazoria County,Texas,78.6450718236664,48,039,20810.0
Brazos County,Texas,80.2770608930505,48,041,12608.0
Brewster County,Texas,80.8921391556609,48,043,149.0
Briscoe County,Texas,77.9794132024824,48,045,0.0
Brooks County,Texas,75.6423608407779,48,047,0.0
